PERMIT_NUMBER,NAICS_CODE,NAICS_DESC,SIC_CODE,SIC_DESC
WI0064319,,,0241,Dairy Farms
WI0064327,,,0241,Dairy Farms
WI0064343,,,0241,Dairy Farms
WI0064351,,,4011,"Railroads, Line-Haul Operating"
WI0064360,,,0241,Dairy Farms
WI0064378,,,0241,Dairy Farms
WI0064386,,,0241,Dairy Farms
WI0064416,,,0259,Poultry And Eggs
WI0064424,,,2026,Fluid Milk
WI0064432,,,0241,Dairy Farms
WI0064441,,,0241,Dairy Farms
WI0064467,,,0241,Dairy Farms
WI0064483,,,0241,Dairy Farms
WI0064491,,,0241,Dairy Farms
WI0064505,,,0241,Dairy Farms
WI0064521,,,0241,Dairy Farms
WI0064548,,,0273,Animal Aquaculture
WI0064599,,,0241,Dairy Farms
WI0064602,,,0241,Dairy Farms
WI0064611,,,0241,Dairy Farms
WI0064629,,,4925,Gas Production And/Or Distribution
WI0064637,,,0241,Dairy Farms
WI0064645,,,0241,Dairy Farms
WI0064661,,,0241,Dairy Farms
WI0064696,,,0241,Dairy Farms
WI0064700,,,0211,Beef Cattle Feedlots
WI0064726,,,0211,Beef Cattle Feedlots
WI0064734,,,0213,Hogs
WI0064751,,,0241,Dairy Farms
WI0064769,,,0241,Dairy Farms
WI0064777,,,0241,Dairy Farms
WI0064807,,,0241,Dairy Farms
WI0064815,,,0241,Dairy Farms
WI0064840,,,0241,Dairy Farms
WI0064858,,,0241,Dairy Farms
WI0064866,,,0241,Dairy Farms
WI0064874,,,0241,Dairy Farms
WI0064882,,,0241,Dairy Farms
WI0064912,,,0211,Beef Cattle Feedlots
WI0064921,,,2611,Pulp Mills
WI0064939,,,4952,Sewerage Systems
WI0064955,,,0211,Beef Cattle Feedlots
WI0064963,,,0213,Hogs
WI0064971,,,0241,Dairy Farms
WI0064998,,,4952,Sewerage Systems
WI0065005,,,0211,Beef Cattle Feedlots
WI0065013,,,0211,Beef Cattle Feedlots
WI0065030,,,0241,Dairy Farms
WI0065048,,,1799,Special Trade Contractors
WI0065072,,,4959,Sanitary Services
WI0065081,,,0241,Dairy Farms
WI0065102,,,4959,Sanitary Services
WI0065111,,,0241,Dairy Farms
WI0065129,,,0241,Dairy Farms
WI0065137,,,0241,Dairy Farms
WI0065145,,,0241,Dairy Farms
WI0065153,,,0241,Dairy Farms
WI0065161,,,0241,Dairy Farms
WI0065170,,,0241,Dairy Farms
WI0065188,,,0241,Dairy Farms
WI0065196,,,0241,Dairy Farms
WI0065200,,,0273,Animal Aquaculture
WI0065218,,,0241,Dairy Farms
WI0065226,,,0241,Dairy Farms
WI0065234,,,0241,Dairy Farms
WI0065251,,,4952,Sewerage Systems
WI0065269,,,2435,Hardwood Veneer And Plywood
WI0065307,,,0213,Hogs
WI0065323,,,0241,Dairy Farms
WI0065340,,,0241,Dairy Farms
WI0065358,,,4941,Water Supply
WI0065366,,,4941,Water Supply
WI0065412,,,0213,Hogs
WI0065421,,,0241,Dairy Farms
WI0065447,,,0241,Dairy Farms
WI0065455,,,2023,"Dry, Condensed, Evaporated Products"
WI0065463,,,0241,Dairy Farms
WI0065471,,,2819,Industrial Inorganic Chemicals
WI0065498,,,0241,Dairy Farms
WI0065536,,,0211,Beef Cattle Feedlots
WI0065552,,,0241,Dairy Farms
WI0065579,,,2022,"Cheese, Natural And Processed"
WI0065595,,,0213,Hogs
WI0065609,,,0241,Dairy Farms
